trial,agent.0.net.optim_spec.lr,final_return_ma,strength,max_strength,final_strength,sample_efficiency,training_efficiency,stability,consistency
4,0.01,143.850004196167,121.99000358581543,178.13999938964844,131.13999938964844,1.9669486391649116e-05,1.6391239114454947e-05,0.8139376379549503,-0.0031704858626491195
5,0.05,117.64999771118164,95.79000473022461,178.13999938964844,117.13999938964844,3.381097440069425e-05,2.817581389535917e-05,0.46626660227775574,-0.7355913006012271
3,0.005,64.84999895095825,42.99000158905983,140.63999938964844,88.13999938964844,0.00016483011222589994,0.00013735842685491662,-0.8541330695152283,-2.2408896622437595
0,0.0005,24.84999990463257,2.989999532699585,54.88999938964844,0.1399993896484375,5.429858026673173e-05,4.524881558154448e-05,-1.1113865375518799,-8.692245981936448
2,0.001,23.800000190734863,1.939999371767044,21.889999389648438,-3.8600006103515625,6.526239440063364e-05,5.438532798507367e-05,-0.7149246707558632,-9.600738714391559
6,0.1,23.575000286102295,1.7149991989135742,35.88999938964844,-0.6100006103515625,3.022875489477883e-05,2.5190628093696432e-05,-0.043670251965522766,-18.80621597911636
1,0.001,19.90000009536743,-1.9600005745887756,16.639999389648438,-3.6100006103515625,4.186920932625071e-05,3.489100731712824e-05,-37.23603242635727,7.8742045580168565
