epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,0.1,1.0,,,
331.0,4.0,1347.0,12000.0,10000.0,7.423905,9.0,9.0,1.2127517,0.1,0.05,,,
959.0,10.0,3990.0,24000.0,20000.0,5.0125313,33.0,21.0,16.506786,0.1,0.05,,,
1582.0,4.0,6657.0,36000.0,30000.0,4.5065346,14.0,18.666666,31.946106,0.1,0.05,,,
2356.0,25.0,9406.0,48000.0,40000.0,4.2526045,18.0,18.5,49.82103,0.1,0.05,,,
3032.0,23.0,12071.0,60000.0,50000.0,4.142159,107.0,36.2,10.218374,0.1,0.05,,,
3739.0,3.0,14730.0,72000.0,60000.0,4.07332,12.0,32.166668,43.52584,0.1,0.05,,,
4583.0,3.0,17330.0,84000.0,70000.0,4.0392385,96.0,41.285713,48.940823,0.1,0.05,,,
5239.0,3.0,20020.0,96000.0,80000.0,3.996004,10.0,37.375,109.8311,0.1,0.05,,,
5866.0,10.0,22679.0,108000.0,90000.0,3.9684289,12.0,34.555557,0.7686673,0.1,0.05,,,
6645.0,4.0,25348.0,120000.0,100000.0,3.9450843,11.0,32.2,169.17982,0.1,0.05,,,
