epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,0.01,5.0,,,
11.0,198.0,924.0,18720.0,500.0,0.54112554,25.0,25.0,102009.89,0.009503,4.4375,,,
14.0,98.0,1912.0,38720.0,1000.0,0.5230126,200.0,112.5,16040.967,0.009003,3.875,,,
16.0,198.0,2876.0,58720.0,1500.0,0.52155775,200.0,141.66667,10630.488,0.008503,3.3125,,,
19.0,98.0,3902.0,78720.0,2000.0,0.5125577,200.0,156.25,392064.88,0.008003,2.75,,,
22.0,138.0,4902.0,98720.0,2500.0,0.50999594,200.0,165.0,229037.17,0.007503,2.1875,,,
47.0,15.0,5872.0,118720.0,3000.0,0.5108992,32.0,142.83333,20046184000.0,0.007003,1.625,,,
57.0,5.0,6882.0,138720.0,3500.0,0.5085731,16.0,124.71429,4612677600.0,0.006503,1.0625,,,
68.0,90.0,7864.0,158720.0,4000.0,0.508647,124.0,124.625,142978120000.0,0.006003,0.5,,,
73.0,2.0,8858.0,178720.0,4500.0,0.50801533,124.0,124.55556,769225300000.0,0.005503,0.5,,,
79.0,93.0,9974.0,198720.0,5000.0,0.5013034,102.0,122.3,199419530000.0,0.005003,0.5,,,
85.0,31.0,11118.0,218720.0,5500.0,0.49469328,57.0,116.36364,4469367500000.0,0.004503,0.5,,,
100.0,82.0,12200.0,238720.0,6000.0,0.4918033,68.0,112.333336,987600260000.0,0.004003,0.5,,,
106.0,49.0,13284.0,258720.0,6500.0,0.48931044,116.0,112.61539,15679303000000.0,0.003503,0.5,,,
112.0,16.0,14335.0,278720.0,7000.0,0.4883153,109.0,112.35714,24223293000000.0,0.003003,0.5,,,
116.0,53.0,15404.0,298720.0,7500.0,0.48688653,115.0,112.53333,163783800000000.0,0.002503,0.5,,,
120.0,98.0,16467.0,318720.0,8000.0,0.4858201,111.0,112.4375,686121560000000.0,0.002003,0.5,,,
125.0,20.0,17496.0,338720.0,8500.0,0.48582533,111.0,112.35294,676455060000.0,0.001503,0.5,,,
129.0,49.0,18185.0,358720.0,9000.0,0.4949134,119.0,112.72222,593001640000.0,0.001003,0.5,,,
133.0,80.0,18852.0,378720.0,9500.0,0.5039253,120.0,113.10526,2857562000000000.0,0.000503,0.5,,,
137.0,101.0,19382.0,398720.0,10000.0,0.51594263,118.0,113.35,1730905100000000.0,3e-06,0.5,,,
