trial,agent.0.algorithm.center_return,final_return_ma,strength,max_strength,final_strength,sample_efficiency,training_efficiency,stability,consistency
0,True,185.04999542236328,163.19000244140625,178.13999938964844,178.13999938964844,2.6295347652194323e-05,0.0005898234958294779,0.9623120510950685,0.7453688421123497
1,False,164.07500076293945,142.2150001525879,178.13999938964844,178.13999938964844,2.3236886136146495e-05,0.00043109287071274593,0.8993577843066305,0.5538139815504436
