epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,0.002,,0.01,,
208.0,39.0,976.0,1040.0,10000.0,10.245902,55.0,55.0,12.861102,0.002,,0.0055,0.60474104,
291.0,90.0,1931.0,1455.0,20000.0,10.357327,128.0,91.5,24.186794,0.002,,0.001,0.57878286,
394.0,26.0,2923.0,1970.0,30000.0,10.263428,193.0,125.333336,28.959145,0.002,,0.001,0.5107566,
458.0,13.0,3890.0,2290.0,40000.0,10.282776,192.0,142.0,28.495258,0.002,,0.001,0.5082894,
512.0,5.0,4881.0,2560.0,50000.0,10.243802,200.0,153.6,30.13125,0.002,,0.001,0.51913226,
563.0,113.0,5859.0,2815.0,60000.0,10.240655,200.0,161.33333,30.69738,0.002,,0.001,0.5515012,
613.0,113.0,6856.0,3065.0,70000.0,10.210035,200.0,166.85715,31.608427,0.002,,0.001,0.5523419,
663.0,138.0,7801.0,3315.0,80000.0,10.2550955,200.0,171.0,31.920732,0.002,,0.001,0.5663189,
714.0,177.0,8782.0,3570.0,90000.0,10.248235,200.0,174.22223,32.85615,0.002,,0.001,0.53748804,
764.0,177.0,9677.0,3820.0,100000.0,10.333781,200.0,176.8,31.293325,0.002,,0.001,0.5421771,
