epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,0.05,1.0,,,
213.0,64.0,1309.0,12000.0,10000.0,7.6394196,18.0,18.0,10.935012,0.05,0.05,,,
280.0,165.0,3971.0,24000.0,20000.0,5.0365148,200.0,109.0,0.14365247,0.05,0.05,,,
359.0,115.0,6596.0,36000.0,30000.0,4.548211,124.0,114.0,3.2837262,0.05,0.05,,,
682.0,116.0,9356.0,48000.0,40000.0,4.2753315,200.0,135.5,0.7302571,0.05,0.05,,,
765.0,12.0,11995.0,60000.0,50000.0,4.1684036,149.0,138.2,1.5393596,0.05,0.05,,,
882.0,40.0,14661.0,72000.0,60000.0,4.09249,10.0,116.833336,1.3184978,0.05,0.05,,,
961.0,12.0,17263.0,84000.0,70000.0,4.054915,172.0,124.71429,15.421528,0.05,0.05,,,
1120.0,7.0,20006.0,96000.0,80000.0,3.9988003,12.0,110.625,4.130244,0.05,0.05,,,
1513.0,2.0,22597.0,108000.0,90000.0,3.9828296,8.0,99.22222,109.03623,0.05,0.05,,,
1792.0,103.0,25293.0,120000.0,100000.0,3.953663,200.0,109.3,0.8559955,0.05,0.05,,,
