epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,0.1,1.0,,,
256.0,6.0,1343.0,12000.0,10000.0,7.4460163,10.0,10.0,19.486069,0.1,0.05,,,
1041.0,2.0,4027.0,24000.0,20000.0,4.9664764,11.0,10.5,1.6428869,0.1,0.05,,,
1640.0,10.0,6717.0,36000.0,30000.0,4.4662795,10.0,10.333333,26.541323,0.1,0.05,,,
2271.0,2.0,9423.0,48000.0,40000.0,4.2449327,9.0,10.0,49.233154,0.1,0.05,,,
3055.0,13.0,12097.0,60000.0,50000.0,4.133256,37.0,15.4,6.362186,0.1,0.05,,,
3763.0,2.0,14797.0,72000.0,60000.0,4.054876,8.0,14.166667,95.12682,0.1,0.05,,,
4497.0,3.0,17404.0,84000.0,70000.0,4.0220637,16.0,14.428572,59.75622,0.1,0.05,,,
5256.0,4.0,20108.0,96000.0,80000.0,3.978516,14.0,14.375,32.07767,0.1,0.05,,,
5854.0,11.0,22786.0,108000.0,90000.0,3.9497938,10.0,13.888889,2.7659795,0.1,0.05,,,
6690.0,12.0,25362.0,120000.0,100000.0,3.9429066,27.0,15.2,3.7571056,0.1,0.05,,,
