epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,0.01,5.0,,,
87.0,54.0,36234.0,398720.0,10000.0,0.27598387,198.0,198.0,182098890000.0,3e-06,0.5,,,
1004.0,2.0,71364.0,798720.0,20000.0,0.28025335,10.0,104.0,87103800000000.0,-0.009997,0.5,,,
2075.0,8.0,96143.0,1198720.0,30000.0,0.3120352,8.0,72.0,1.7145157e+16,-0.019997,0.5,,,
